,shopid,userid
9665,48823778,0
9666,4150174,0
9667,195265761,0
9668,36220391,0
9669,171620373,0
9670,165636068,0
9671,201333434,0
9672,178538359,0
9673,39413759,0
9674,162567769,0
9675,10132,0
9676,195866615,0
9677,159621773,0
9678,196404034,0
9679,24362688,0
9680,208570074,0
9681,182363522,0
9682,165348942,0
9683,173791965,0
9684,93952314,0
9685,92991006,0
9686,191874773,0
9687,160296802,0
9688,209194319,0
9689,163490981,0
9690,193424237,0
9691,158712691,0
9692,91670224,0
9693,203552064,0
9694,213141182,0
9695,173467864,0
9696,158544863,0
9697,32688838,0
9698,21005261,0
9699,47372977,0
9700,172394880,0
9701,163129482,0
9702,168748244,0
9703,199320833,0
9704,160286543,0
9705,203753756,0
9706,187035879,0
9707,203530645,0
9708,143585028,0
9709,187169701,0
9710,102290095,0
9711,196666404,0
9712,83430054,0
9713,105223323,0
9714,187102038,0
9715,199169964,0
9716,201245639,0
9717,21108609,0
9718,173492568,0
9719,203597368,0
9720,176018971,0
9721,161754338,0
9722,186741522,0
9723,195863655,0
9724,1026511,0
9725,96460236,0
9726,189540293,0
9727,134180920,0
9728,116462852,0
9729,30155663,0
9730,13089439,0
9731,152253404,0
9732,114229176,0
9733,203601959,0
9734,1096444,0
9735,51696063,0
9736,80753685,0
9737,158332303,0
9738,193227440,0
9739,171556305,0
9740,127677655,0
9741,79076328,0
9742,188868325,0
9743,144998181,0
9744,51560778,0
9745,198435400,0
9746,91224965,0
9747,205580445,0
9748,162298450,0
9749,16643222,0
9750,85256544,0
9751,162537126,0
9752,191439581,0
9753,73828283,0
9754,102200925,0
9755,75624044,0
9756,92751982,0
9757,130933131,0
9758,182863753,0
9759,190970831,0
9760,58876652,0
9761,58405272,0
9762,143899523,0
9763,11278543,0
9764,16872255,0
9765,173824037,0
9766,201608977,0
9767,174215978,0
9768,203088340,0
9769,71063335,0
9770,90360166,0
9771,182866239,0
9772,10577861,0
9773,191405634,0
9774,203736346,0
9775,195869124,0
9776,198873352,0
9777,166352877,0
9778,161996970,0
9779,173277202,0
9780,161487448,0
9781,6246308,0
9782,109869357,0
9783,203777577,0
9784,76750280,0
9785,201512898,0
9786,173278888,0
9787,173683261,0
9788,162574112,0
9789,15566063,0
9790,209476695,0
9791,205336569,0
9792,87621239,0
9793,169593914,0
9794,199369187,0
9795,52938351,0
9796,257893,0
9797,10176886,0
9798,165028756,0
9799,193459167,0
9800,191067783,0
9801,203644097,0
9802,162290272,0
9803,130951620,0
9804,107234429,0
9805,154420343,0
9806,173548192,0
9807,849371,0
9808,161498396,0
9809,173788585,0
9810,201224991,0
9811,187774364,0
9812,154941845,0
9813,115175218,0
9814,199384303,0
9815,14943685,0
9816,111315698,0
9817,612396,0
9818,164934424,0
9819,395041,0
9820,165271875,0
9821,101674287,0
9822,82256684,0
9823,168849381,0
9824,140626011,0
9825,195856051,0
9826,118945523,0
9827,182910973,0
9828,33364292,0
9829,155267407,0
9830,111296157,0
9831,24428497,0
9832,162190038,0
9833,54063622,0
9834,147144170,0
9835,201697665,0
9836,182341595,0
9837,70049999,0
9838,186660064,0
9839,160865176,0
9840,174140367,0
9841,173320071,0
9842,173323288,0
9843,9020733,0
9844,180473720,0
9845,152249871,0
9846,50834399,0
9847,115711998,0
9848,104593591,0
9849,7450683,0
9850,147414859,0
9851,195855479,0
9852,19288,0
9853,133337975,0
9854,173549944,0
9855,199313605,0
9856,194831482,0
9857,161713467,0
9858,196789061,0
9859,160365883,0
9860,178258530,0
9861,161162595,0
9862,134416622,0
9863,162307792,0
9864,26235227,0
9865,136829689,0
9866,129953964,0
9867,163521745,0
9868,182869105,0
9869,119596144,0
9870,63363957,0
9871,32556144,0
9872,161169398,0
9873,190982178,0
9874,180699010,0
9875,24423087,0
9876,161233058,0
9877,163795708,0
9878,163133923,0
9879,196673373,0
9880,140626689,0
9881,203573520,0
9882,168825524,0
9883,118945698,0
9884,190968930,0
9885,190717046,0
9886,182892785,0
9887,75097547,0
9888,117064975,0
9889,70533825,0
9890,30411817,0
9891,200757273,0
9892,108113213,0
9893,182856532,0
9894,189837103,0
9895,182291081,0
9896,102370654,0
9897,78535154,0
9898,133140769,0
9899,163134958,0
9900,160328873,0
9901,133500236,0
9902,203726137,0
9903,162178845,0
9904,210064536,0
9905,133252619,0
9906,175755332,0
9907,40267558,0
9908,78399846,0
9909,173312303,0
9910,74257434,0
9911,201173128,0
9912,114184183,0
9913,199420497,0
9914,163530967,0
9915,121727223,0
9916,195842223,0
9917,201315711,0
9918,153221256,0
9919,26214078,0
9920,203195819,0
9921,199251273,0
9922,175754613,0
9923,56431667,0
9924,193457154,0
9925,163515047,0
9926,171713962,0
9927,210313379,0
9928,198976934,0
9929,209191012,0
9930,199312752,0
9931,41164606,0
9933,18083587,0
9934,118352920,0
9935,203095067,0
9936,163808190,0
9937,143098223,0
9938,141325120,0
9939,201850871,0
9940,60479279,0
9941,162557623,0
9942,195866367,0
9943,162574873,0
9944,160386737,0
9945,40505022,0
9946,85443900,0
9947,103945357,0
9948,68986822,0
9949,122766998,0
9950,162546213,0
9951,191740380,0
9952,126751756,0
9953,181057650,0
9954,182730679,0
9955,13229849,0
9956,162286932,0
9957,115790379,0
9958,191298474,0
9959,157854286,0
9960,199340976,0
9961,163124534,0
9962,195246165,0
9963,68421381,0
9964,97916404,0
9965,201559658,0
9966,32738397,0
9967,150314933,0
9968,112348599,0
9969,211927344,0
9970,61278453,0
9971,203746426,0
9972,163289107,0
9973,157968141,0
9974,173315203,0
9975,187171036,0
9976,211909264,0
9977,20236367,0
9978,223188,0
9979,189571199,0
9980,119779124,0
9981,174674232,0
9982,136321918,0
9983,50993659,0
9984,117981736,0
9985,173814810,0
9986,165420215,0
9987,79567,0
9988,190781010,0
9989,138741357,0
9990,198166872,0
9991,84193639,0
9992,190770647,0
9993,159173811,0
9994,163536767,0
9995,163131790,0
9996,135801807,0
9997,163519684,0
9998,199333621,0
9999,130788150,0
10000,162269307,0
10001,111316547,0
10002,173547727,0
10003,120128899,0
10004,64920303,0
10005,132930380,0
10006,74385706,0
10007,42038063,0
10008,190953812,0
10009,109665400,0
10010,175306209,0
10011,163277650,0
10012,161141542,0
10013,163093411,0
10014,208953223,0
10015,36273132,0
10016,212080369,0
10017,186795466,0
10018,53026959,0
10019,173470664,0
10020,64129731,0
10021,133520218,0
10022,163104818,0
10023,138785425,0
10024,125824596,0
10025,38605929,0
10026,35607993,0
10027,207682039,0
10028,100694699,0
10029,203603200,0
10030,24037698,0
10031,30321827,0
10032,85459439,0
10033,162572148,0
10034,189533992,0
10035,153684203,0
10036,163524855,0
10037,163299217,0
10038,132042220,0
10039,186653405,0
10040,27469867,0
10041,193492338,0
10042,182864853,0
10043,2325957,0
10044,106050378,0
10045,163127815,0
10046,137772314,0
10047,173697466,0
10048,183885970,0
10049,53909882,0
10050,135053636,0
10051,14888517,0
10052,170678216,0
10053,68477007,0
10054,119747087,0
10055,164934304,0
10056,170573015,0
10057,58548243,0
10058,132395148,0
10059,203546429,0
10060,1102464,0
10061,69407570,0
10062,107850731,0
10063,122250248,0
10064,180183448,0
10065,162532605,0
10066,246006,0
10067,187574730,0
10068,81021550,0
10069,84821602,0
10070,104802221,0
10071,102731412,0
10072,33357311,0
10073,156025177,0
10074,195855314,0
10075,104808079,0
10076,10282,0
10077,167118614,0
10078,208748525,0
10079,407841,0
10080,165498720,0
10081,162551872,0
10082,127224122,0
10083,134972241,0
10084,134391256,0
10085,162301596,0
10086,16530705,0
10087,151208650,0
10088,7210890,0
10089,203647225,0
10090,43375697,0
10091,83767704,0
10092,187016285,0
10093,170466718,0
10094,213503301,0
10095,173319080,0
10096,191308402,0
10097,130117484,0
10098,209055427,0
10099,28966410,0
10100,162308082,0
10101,173489792,0
10102,182864563,0
10103,161249399,0
10104,173313914,0
10105,50236126,0
10106,187533326,0
10107,195859348,0
10108,173454458,0
10109,149838294,0
10110,193418677,0
10111,91509905,0
10112,11424929,0
10113,190716468,0
10114,117010696,0
10115,193422168,0
10116,135011194,0
10117,182261692,0
10118,9930397,0
10119,81050570,0
10120,145449579,0
10121,46305529,0
10122,71010411,0
10123,136245878,0
10124,58724408,0
10125,109790283,0
10126,163345561,0
10127,131721588,0
10128,158544468,0
10129,9934370,0
10130,107885277,0
10131,32228101,0
10132,167104517,0
10133,193421273,0
10134,12500801,0
10135,77689847,0
10136,44823923,0
10137,145961412,0
10138,105117647,0
10139,23203705,0
10140,134972373,0
10141,193613685,0
10142,173285050,0
10143,201541174,0
10144,173489255,0
10145,162293339,0
10146,213137628,0
10147,52657634,0
10148,33353620,0
10149,173826543,0
10150,182861362,0
10151,159391322,0
10152,167156633,0
10153,161771821,0
10154,201521446,0
10155,199080999,0
10156,32812115,0
10157,84387511,0
10158,209075592,0
10159,173319185,0
10160,161496676,0
10161,141183985,0
10162,172445603,0
10163,108069615,0
10164,112194501,0
10165,203586897,0
10166,140625320,0
10167,176011840,0
10168,192709023,0
10169,190955336,0
10170,87853289,0
10171,97371988,0
10172,135011430,0
10173,173206699,0
10174,191930654,0
10175,64165618,0
10176,116819722,0
10177,154822835,0
10178,64113287,0
10179,133333842,0
10180,169416487,0
10181,193420702,0
10182,181233544,0
10183,85616869,0
10184,163409350,0
10185,200224356,0
10186,209084447,0
10187,191984372,0
10188,190693910,0
10189,17651150,0
10190,67162331,0
10191,198837738,0
10192,34036281,0
10193,130118411,0
10194,182263199,0
10195,163142998,0
10196,162539492,0
10197,163477207,0
10198,145169308,0
10199,173052044,0
10200,172326405,0
10201,193418919,0
10202,75318784,0
10203,195864125,0
10204,122015037,0
10205,195851548,0
10206,134311561,0
10207,182889085,0
10208,111255179,0
10209,182889524,0
10210,209084741,0
10211,209171556,0
10212,68604945,0
10213,191982408,0
10214,196611930,0
10215,143897825,0
10216,159532464,0
10217,78519753,0
10218,84172643,0
10219,61102001,0
10220,172103536,0
10221,123823895,0
10222,10418,0
10223,203549453,0
10224,187103056,0
10225,191429071,0
10226,17312368,0
10227,54472295,0
10228,209493020,0
10229,74127382,0
10230,158157875,0
10231,742553,0
10232,163490946,0
10233,162188580,0
10234,187166568,0
10235,163089811,0
10236,80201114,0
10237,163324801,0
10238,163522251,0
10239,41292748,0
10240,173790798,0
10241,51114869,0
10242,203648718,0
10243,128038340,0
10244,185948503,0
10245,162838677,0
10246,182872634,0
10247,166642432,0
10248,195839560,0
10249,190973174,0
10250,191683605,0
10251,30875067,0
10252,135268675,0
10253,94979872,0
10254,203744027,0
10255,184244131,0
10256,18354006,0
10257,186980691,0
10258,160097452,0
10259,164796726,0
10260,193489147,0
10261,190518405,0
10262,130117148,0
10263,182874246,0
10264,168926777,0
10265,102678893,0
10266,199327702,0
10267,104355752,0
10268,189533298,0
10269,12665482,0
10270,201573410,0
10271,211097378,0
10272,201317906,0
10273,151316292,0
10274,163153832,0
10275,175202703,0
10276,203723699,0
10277,99376832,0
10278,203586434,0
10279,128493770,0
10280,208794896,0
10281,30321491,0
10282,50236239,0
10283,68464720,0
10284,387321,0
10285,72555227,0
10286,34786785,0
10287,133529316,0
10288,201575329,0
10289,163583233,0
10290,18799352,0
10291,208847235,0
10292,27641505,0
10293,191576353,0
10294,203716472,0
10295,203590172,0
10296,57726361,0
10297,169902032,0
10298,43420628,0
10299,100115513,0
10300,150208691,0
10301,91711525,0
10302,30826,0
10303,163122491,0
10304,160382389,0
10305,56870786,0
10306,45149727,0
10307,76751010,0
10308,211096073,0
10309,90534771,0
10310,115747290,0
10311,174612168,0
10312,10378,0
10313,186713347,0
10314,158627373,0
10315,173312423,0
10316,105767992,0
10317,162548321,0
10318,84602591,0
10319,203612096,0
10320,186760646,0
10321,115179678,0
10322,193423162,0
10323,110600552,0
10324,121803928,0
10325,199949768,0
10326,137321119,0
10327,72535028,0
10328,111014563,0
10329,199374630,0
10330,155135136,0
10331,199314629,0
10332,2069022,0
10333,203754685,0
10334,191703960,0
10335,203599503,0
10336,173787714,0
10337,153689358,0
10338,131963515,0
10339,102291485,0
10340,185892166,0
10341,203578350,0
10342,104802132,0
10343,195857874,0
10344,51117755,0
10345,203663027,0
10346,30740667,0
10347,132043050,0
10348,161503107,0
10349,190964921,0
10350,154464658,0
10351,108120048,0
10352,10324,0
10353,254421,0
10354,199371413,0
10355,154690284,0
10356,145986052,0
10357,173815482,0
10358,186720693,0
10359,44283789,0
10360,195852198,0
10361,84533606,0
10362,43552564,0
10363,61350050,0
10364,131116838,0
10365,88759537,0
10366,80750221,0
10367,162296436,0
10368,187199565,0
10369,191807385,0
10370,203572208,0
10371,7837555,0
10372,134792406,0
10373,203098462,0
10374,176183794,0
10375,160706019,0
10376,203256916,0
10377,157484643,0
10378,68896142,0
10379,40367148,0
10380,7873834,0
10381,162836543,0
10382,186971027,0
10383,27104463,0
10384,48986569,0
10385,213144780,0
10386,130099154,0
10387,173792486,0
10388,138248043,0
10389,7424189,0
10390,151144992,0
10391,173322979,0
10392,163351466,0
10393,173826193,0
10394,182860707,0
10395,162586456,0
10396,194982850,0
10397,209263288,0
10398,173469994,0
10399,156992488,0
10400,163352562,0
10401,81244619,0
10402,182363386,0
10403,998073,0
10404,69820539,0
10405,159621898,0
10406,97911158,0
10407,44469,0
10408,173553144,0
10409,187530334,0
10410,221181,0
10411,119778844,0
10412,535209,0
10413,173525545,0
10414,9464184,0
10415,96745501,0
10416,141772579,0
10417,23334427,0
10418,86826681,0
10419,203593613,0
10420,187018810,0
10421,170081727,0
10422,154901434,0
10423,145261757,0
10424,163098031,0
10425,186669488,0
10426,95115156,0
10427,74657846,0
10428,104860188,0
10429,173825150,0
10430,148841944,0
10431,134391198,0
10432,130844495,0
10433,173795177,0
10434,140625780,0
10435,203108688,0
10436,11903315,0
10437,87828950,0
10438,127723813,0
10439,209297094,0
10440,129395721,0
10441,9912692,0
10442,102385714,0
10443,73663127,0
10444,193421374,0
10445,77211818,0
10446,64243969,0
10447,48539878,0
10448,376068,0
10449,201541089,0
10450,182364042,0
10451,173492274,0
10452,203717156,0
10453,173473417,0
10454,199384563,0
10455,201605318,0
10456,78686751,0
10457,199321091,0
10458,187086808,0
10459,141027001,0
10460,198892955,0
10461,131963442,0
10462,76667666,0
10463,162345617,0
10464,141985032,0
10465,165148411,0
10466,173461389,0
10467,40177235,0
10468,159736784,0
10469,203744774,0
10470,130113309,0
10471,161211426,0
10472,119550471,0
10473,161497911,0
10474,160399947,0
10475,190966025,0
10476,163104204,0
10477,79916707,0
10478,208835188,0
10479,162542692,0
10480,170296945,0
10481,79058050,0
10482,173552687,0
10483,79755180,0
10484,175099429,0
10485,190493212,0
10486,4198341,0
10487,196656143,0
10488,112847827,0
10489,2847170,0
10490,10179385,0
10491,173484948,0
10492,173471469,0
10493,199367327,0
10494,12670165,0
10495,193628360,0
10496,208955362,0
10497,200941868,0
10498,160456711,0
10499,203666005,0
10500,173790249,0
10501,82610176,0
10502,186645780,0
10503,159529860,0
10504,143899559,0
10505,159707052,0
10506,198947689,0
10507,83558512,0
10508,189538248,0
10509,186719131,0
10510,110222660,0
10511,104493090,0
10512,199363902,0
10513,90336454,0
10514,173323198,0
10515,208695446,0
10516,208688554,0
10517,135033707,0
10518,127662791,0
10519,46215130,0
10520,162279869,0
10521,199381227,0
10522,182347989,0
10523,189324331,0
10524,172638273,0
10525,163303163,0
10526,19061,0
10527,145311850,0
10528,209483440,0
10529,149743340,0
10530,173695097,0
10531,198280630,0
10532,201210489,0
10533,209172742,0
10534,154416435,0
10536,190784094,0
10537,173695123,0
10538,201526085,0
10539,130789896,0
10540,52362883,0
10541,89765240,0
10542,173204994,0
10543,203746738,0
10544,173471593,0
10545,47745581,0
10546,53202838,0
10547,118945471,0
10548,84533813,0
10549,13782202,0
10550,133303179,0
10551,38323641,0
10552,201486123,0
10553,68020156,0
10554,27517901,0
10555,162270614,0
10556,173259476,0
10557,163534032,0
10558,31643542,0
10559,4878652,0
10560,163481817,0
10561,53630765,0
10562,37146548,0
10563,134252682,0
10564,203580445,0
10565,84805338,0
10566,162846146,0
10567,77586555,0
10568,99618930,0
10569,147718794,0
10570,203725644,0
10571,202529043,0
10572,209183709,0
10573,144177344,0
10574,173315987,0
10575,201570013,0
10576,77216247,0
10577,145263678,0
10578,86637817,0
10579,208835033,0
10580,182888875,0
10581,203534830,0
10582,153675864,0
10583,2230180,0
10584,186789133,0
10585,9885746,0
10586,8840787,0
10587,191939507,0
10588,158569173,0
10589,193459844,0
10590,199099924,0
10591,133499640,0
10592,160170601,0
10593,173474837,0
10594,90338972,0
10595,72365990,0
10596,58241322,0
10597,64655454,0
10598,203551584,0
10599,109890128,0
10600,117564218,0
10601,193422225,0
10602,114805071,0
10603,127379068,0
10604,14636830,0
10605,195824123,0
10606,82368015,0
10607,71007634,0
10608,8019790,0
10609,162286973,0
10610,173816870,0
10611,213145842,0
10612,195795180,0
10613,54570418,0
10614,55249242,0
10615,209041504,0
10616,164932816,0
10617,163537392,0
10618,203573352,0
10619,84119334,0
10620,163298494,0
10621,130119922,0
10622,168655684,0
10623,140150085,0
10624,173454039,0
10625,163523726,0
10626,161163611,0
10627,173824666,0
10628,114950387,0
10629,134968965,0
10630,81227506,0
10631,60489418,0
10632,142717859,0
10633,32357064,0
10634,143260204,0
10635,99587817,0
10636,193419498,0
10637,28090612,0
10638,10255386,0
10639,124262089,0
10640,81107875,0
10641,182869570,0
10642,134314366,0
10643,136570975,0
10644,211101450,0
10645,161174990,0
10646,203647537,0
10647,191473652,0
10648,19051805,0
10649,163089368,0
10650,210107721,0
10651,209023770,0
10652,173489521,0
10653,107225260,0
10654,172693066,0
10655,146823580,0
10656,190620536,0
10657,139568237,0
10658,173223772,0
10659,182895987,0
10660,114333926,0
10661,163331753,0
10662,3923092,0
10663,37468156,0
10664,186981479,0
10665,72388621,0
10666,182309753,0
10667,134968907,0
10668,163340719,0
10669,203745211,0
10670,89645183,0
10671,119400641,0
10672,129115225,0
10673,121726699,0
10674,167061872,0
10675,165734283,0
10676,173186787,0
10677,270034,0
10678,25613839,0
10679,90496725,0
10680,186681238,0
10681,205860290,0
10682,173461125,0
10683,2805293,0
10684,31179330,0
10685,180407369,0
10686,173472492,0
10687,173817413,0
10688,193457081,0
10689,201522942,0
10690,157687818,0
10691,79729078,0
10692,75480233,0
10693,201524297,0
10694,157929533,0
10695,115311937,0
10696,209450140,0
10697,86821345,0
10698,160352379,0
10699,317002,0
10700,166584623,0
10701,16764055,0
10702,52911582,0
10703,35881190,0
10704,3966161,0
10705,6707806,0
10706,173550849,0
10707,71210121,0
10708,173492935,0
10709,142423470,0
10710,155145082,0
10711,18177704,0
10712,12015632,0
10713,173701569,0
10714,134391440,0
10715,68855173,0
10716,182263407,0
10717,191594874,0
10718,62850963,0
10719,199338389,0
10720,203550026,0
10721,187112648,0
10722,208697214,0
10723,21223127,0
10724,173474377,0
10725,87819867,0
10726,156049009,0
10727,149479350,0
10728,163112383,0
10729,203746783,0
10731,107415524,0
10732,163120324,0
10733,172171861,0
10734,165211451,0
10735,154401376,0
10736,201728047,0
10737,198901766,0
10738,137481,0
10739,60426387,0
10740,39362263,0
10741,151582674,0
10742,199340506,0
10743,162266659,0
10744,118299219,0
10745,63526670,0
10746,199374774,0
10747,162844829,0
10748,9287546,0
10749,58772820,0
10750,94341099,0
10751,79915263,0
10752,188335097,0
10753,16075841,0
10754,77349010,0
10755,185061381,0
10756,202906226,0
10757,55915577,0
10758,178239076,0
10759,227775,0
10760,175539842,0
10761,8697783,0
10762,113361421,0
10763,173315552,0
10764,205948946,0
10765,173469664,0
10766,209195169,0
10767,83767652,0
10768,121933650,0
10769,189579601,0
10770,210018465,0
10771,173488682,0
10772,62653223,0
10773,172575948,0
10774,193422132,0
10775,89115850,0
10776,174316421,0
10777,190690110,0
10778,3553520,0
10779,162536301,0
10780,170290630,0
10781,16037330,0
10782,36220289,0
10783,208701379,0
10784,163540809,0
10785,173548840,0
10786,4575356,0
10787,162287037,0
10788,142960241,0
10789,203666465,0
10790,128300744,0
10791,160138423,0
10792,130089165,0
10793,135793716,0
10794,143599267,0
10795,201784328,0
10796,117324393,0
10797,193419527,0
10798,187008508,0
10799,209285938,0
10800,9017164,0
10801,80007203,0
10802,91278966,0
10803,203209393,0
10804,208861168,0
10805,173409413,0
10806,135041748,0
10807,186769733,0
10808,211849155,0
10809,196663872,0
10810,182338682,0
10811,173460127,0
10812,80675945,0
10813,66741667,0
10814,9463080,0
10815,111417583,0
10816,162300576,0
10817,4265514,0
10818,199248667,0
10819,115725367,0
10820,1169758,0
10821,102369034,0
10822,22638300,0
10823,96478385,0
10824,65600213,0
10825,182865346,0
10826,199024937,0
10827,110600059,0
10828,46358462,0
10829,58669864,0
10830,189569307,0
10831,68442588,0
10832,195854938,0
10833,181227352,0
10834,174006179,0
10835,160355916,0
10836,168038709,0
10837,163733272,0
10838,169953097,0
10839,115790297,0
10840,161250518,0
10841,182871199,0
10842,31793881,0
10843,96558327,0
10844,173457813,0
10845,190764407,0
10846,52750998,0
10847,18852163,0
10848,203552602,0
10849,154417375,0
10850,162843967,0
10851,10370643,0
10852,191529238,0
10853,162294218,0
10854,156734076,0
10855,984546,0
10856,155144755,0
10857,87977869,0
10858,92971999,0
10859,209352338,0
10860,117222608,0
10861,216823,0
10862,153696666,0
10863,88634480,0
10864,112105971,0
10865,199093562,0
10866,134418456,0
10867,133459963,0
10868,2679511,0
10869,199375680,0
10870,16587763,0
10871,173487288,0
10872,56023837,0
10873,93119848,0
10874,36505196,0
10875,201520078,0
10876,2564252,0
10877,202673851,0
10878,15651865,0
10879,134188146,0
10880,187165896,0
10881,29624631,0
10882,173475758,0
10883,82256441,0
10884,173790945,0
10885,130118113,0
10886,203630038,0
10887,203531053,0
10888,95557767,0
10889,192000874,0
10890,77212483,0
10891,160382007,0
10892,162845119,0
10893,160311852,0
10894,66551411,0
10895,163135928,0
10896,209076332,0
10897,112916045,0
10898,190791228,0
10899,172445470,0
10900,173698202,0
10901,183733021,0
10902,145015890,0
10903,203747418,0
10904,161171962,0
10905,144661034,0
10906,196698418,0
10907,191989172,0
10908,115358528,0
10909,161172146,0
10910,115712696,0
10911,118980676,0
10912,162564244,0
10913,203602873,0
10914,76528977,0
10915,108120635,0
10916,109790208,0
10917,175480501,0
10918,150299680,0
10919,180387874,0
10920,170805373,0
10921,167142081,0
10922,186770367,0
10923,176182092,0
10924,182888946,0
10925,77212875,0
10926,105288708,0
10927,143899492,0
10928,165040849,0
10929,115712445,0
10930,201559414,0
10931,190677908,0
10932,193606844,0
10934,163288,0
10935,146903070,0
10936,76226532,0
10937,26184032,0
10938,60341531,0
10939,180509505,0
10940,76459752,0
10941,155942916,0
10942,130787756,0
10943,130118306,0
10944,26665331,0
10945,209157801,0
10946,133468415,0
10947,203753134,0
10948,199500133,0
10949,23249176,0
10950,182593854,0
10951,25579159,0
10952,191739240,0
10953,7966542,0
10954,173489155,0
10955,133915487,0
10956,199248806,0
10957,203410362,0
10958,204187546,0
10959,14680759,0
10960,199604762,0
10961,188947010,0
10962,7272171,0
10963,44263560,0
10964,14695339,0
10965,31611110,0
10966,190949940,0
10967,127226377,0
10968,203452865,0
10969,162186099,0
10970,3570070,0
10971,163096106,0
10972,93359597,0
10973,143897830,0
10974,209158865,0
10975,211085483,0
10976,117093899,0
10977,139268761,0
10978,112886206,0
10979,163101923,0
10980,185880340,0
10981,19136784,0
10982,1872127,0
10983,199329814,0
10984,155279594,0
10985,183549482,0
10986,182891413,0
10987,26968384,0
10988,205491269,0
10989,72388685,0
10990,182363835,0
10991,191990546,0
10992,191631126,0
10993,187172612,0
10994,199319173,0
10995,213147151,0
10996,99783414,0
10997,160324314,0
10998,31519248,0
10999,162585090,0
11000,159362317,0
11001,191972442,0
11002,131936661,0
11003,203584893,0
11004,96562362,0
11005,189246464,0
11006,186828145,0
11007,104593509,0
11008,201537057,0
11009,203741304,0
11010,182125640,0
11011,186974674,0
11012,190767220,0
11013,208554904,0
11014,140736052,0
11015,17124,0
11016,209193311,0
11017,208782684,0
11018,191998013,0
11019,112458351,0
11020,152004593,0
11021,192643825,0
11022,19102883,0
11023,201557077,0
11024,173472485,0
11025,162839906,0
11026,160288589,0
11027,205927807,0
11028,103654909,0
11029,30949468,0
11030,163138357,0
11031,48126758,0
11032,53579328,0
11033,208810763,0
11034,173318477,0
11035,141891968,0
11036,8926805,0
11037,173186377,0
11038,160227310,0
11039,152250503,0
11040,209147583,0
11041,118978971,0
11042,162824377,0
11043,156364876,0
11044,81107176,0
11045,203073328,0
11046,203581790,0
11047,1645901,0
11048,99561631,0
11049,182582722,0
11050,118482354,0
11051,182869023,0
11052,211078839,0
11053,191680465,0
11054,7644857,0
11055,112219418,0
11056,161175907,0
11057,129915305,0
11058,78239759,0
11059,195848643,0
11060,173454363,0
11061,162574179,0
11062,17918802,0
11063,173485993,0
11064,81248256,0
11065,163539059,0
11066,159553863,0
11067,60253912,0
11068,189577561,0
11069,201611921,0
11070,121727121,0
11071,209084118,0
11072,84923487,0
11073,130954066,0
11074,163357899,0
11075,615407,0
11076,173474528,0
11077,38167363,0
11078,110867589,0
11079,90350565,0
11080,193458656,0
11081,171851620,0
11082,132811353,0
11083,85890459,0
11084,27671688,0
11085,21725569,0
11086,199319934,0
11087,174298864,0
11088,201372396,0
11089,164032246,0
11090,2151644,0
11091,3421740,0
11092,161170156,0
11093,191377611,0
11094,190968753,0
11095,185515148,0
11096,68849937,0
11097,186981279,0
11098,147183002,0
11099,76108265,0
11100,182861626,0
11101,203518719,0
11102,13600944,0
11103,162560665,0
11104,133917904,0
11105,162305509,0
11106,213151427,0
11107,203592259,0
11108,141936654,0
11109,199333314,0
11110,209487188,0
11111,181839843,0
11112,198368726,0
11113,154702364,0
11114,127679270,0
11115,88024977,0
11116,130789920,0
11117,83541083,0
11118,116963281,0
11119,51641590,0
11120,203658447,0
11121,173555138,0
11122,7603815,0
11123,169403580,0
11124,109701923,0
11125,178234385,0
11126,83069462,0
11127,95758036,0
11128,26372758,0
11129,192000373,0
11130,191971229,0
11131,140386212,0
11132,190784032,0
11133,201537424,0
11134,170311684,0
11135,130472253,0
11136,18852277,0
11137,112546044,0
11138,77418106,0
11139,47695236,0
11140,172127309,0
11141,199328529,0
11142,182260783,0
11143,4300050,0
11144,109789848,0
11145,34683148,0
11146,193422481,0
11147,115790167,0
11148,142011724,0
11149,193417768,0
11150,119312464,0
11151,188360868,0
11152,1166790,0
11153,209248815,0
11154,173792435,0
11155,130100056,0
11156,173324201,0
11157,3592677,0
11158,203640285,0
11159,187089693,0
11160,182134043,0
11161,191053358,0
11162,190968148,0
11163,134972536,0
11164,162562970,0
11165,203073982,0
11166,24422839,0
11167,47307927,0
11168,156893155,0
11169,173793202,0
11170,140991108,0
11171,182308456,0
11172,162185934,0
11173,163418364,0
11174,162307260,0
11175,187223570,0
11176,3272555,0
11177,146184334,0
11178,173505865,0
11179,182412692,0
11180,109805447,0
11181,58669510,0
11182,105955163,0
11183,98759015,0
11184,191973988,0
11185,208687498,0
11186,187151060,0
11187,209496680,0
11188,83260843,0
11189,173462022,0
11190,161522307,0
11191,98758875,0
11192,173323942,0
11193,21806680,0
11194,162846249,0
11195,209096872,0
11196,173324650,0
11197,22056679,0
11198,79739892,0
11199,155081167,0
11200,8289407,0
11201,191979315,0
11202,163340113,0
11203,213508987,0
11204,132904355,0
11205,26084019,0
11206,12100435,0
11207,163289020,0
11208,162834369,0
11209,154605295,0
11210,190961198,0
11211,213532450,0
11212,160257569,0
11213,87840984,0
11214,77573302,0
11215,109901472,0
11216,134314304,0
11217,119594892,0
11218,112845991,0
11219,162306822,0
11220,61747656,0
11221,162846113,0
11222,203607792,0
11223,104594800,0
11224,140581367,0
11225,81198003,0
11226,182020688,0
